gene_symbol,log2fc,p_value,direction
C9orf16,1.530406566,1.45E-08,up
,-1.529847748,1.38E-11,down
ARHGEF2,1.52932821,2.55E-08,up
MSRA,-1.529301923,3.82E-08,down
WNK2,-1.528890622,1.12E-07,down
IFRD1,1.528710902,3.11E-06,up
FASTKD3,1.528531986,5.11E-12,up
KHDRBS1,1.528169497,5.78E-25,up
MEAF6,1.527430112,1.94E-13,up
TRIB2,1.52740635,0.0002809,up
SYNRG,1.527249497,5.96E-05,up
,1.526794462,0.00784724,up
SNX10,1.526668608,4.77E-05,up
TNFAIP6,1.526110497,0.000120929,up
RAB23,1.525847825,0.000270556,up
STAB1,-1.525733203,7.90E-06,down
TCEB1,1.525730231,3.45E-12,up
ACAD8,1.525647783,4.37E-07,up
,1.525573189,1.87E-05,up
TMEM19,1.525559685,2.66E-10,up
GBP2,1.525333014,0.002923952,up
TUBB,1.52531965,5.73E-15,up
KIAA0391,1.525227434,3.62E-11,up
RRN3,1.52513151,7.70E-18,up
PPARA,-1.525066594,0.001131268,down
PSMA2,1.525046573,1.10E-14,up
CEP350,1.524901238,4.58E-18,up
FAM126B,1.52451586,7.46E-13,up
SLC9A3R1,1.52399158,0.000318697,up
DMTN,-1.52389621,3.89E-12,down
ARHGEF6,-1.523814315,9.30E-05,down
BDKRB2,-1.523632196,6.57E-07,down
GOLGA8N,-1.523446497,3.04E-15,down
ZADH2,1.522570762,1.57E-07,up
CTAGE4,1.522511895,3.39E-07,up
SMARCA1,1.521724042,0.007102553,up
PTPRZ1,-1.521667,0.001774629,down
MAFF,-1.521593231,1.65E-05,down
AAGAB,1.521289622,5.21E-12,up
RAB11A,1.521196993,3.47E-19,up
KIAA1468,1.52088265,8.40E-11,up
SUSD3,1.520507476,0.041239698,up
GSR,1.520297587,0.000757138,up
,-1.519694888,3.93E-10,down
LINC01315,-1.51932272,0.000676337,down
ARHGEF4,-1.519279965,1.50E-05,down
MAP4K4,1.519067685,6.75E-07,up
NINJ2,1.519056189,0.000146842,up
RASAL2,1.518822692,6.62E-09,up
ZKSCAN8,1.518645028,2.71E-06,up
GTF2B,1.518493664,4.63E-14,up
SLC7A7,1.518488322,4.00E-05,up
TBC1D8B,1.518452776,2.14E-06,up
CCT5,1.517213175,1.29E-10,up
RAB25,1.517061685,8.92E-06,up
ANKRD65,-1.516864965,2.82E-28,down
TREM2,1.516630035,9.13E-07,up
PSAT1,1.516598476,0.025793178,up
TRO,-1.516553035,0.000780255,down
RPL7,1.516458133,8.90E-07,up
C9orf117,-1.516215364,6.09E-34,down
ODF3B,-1.515940175,8.27E-05,down
NARS2,1.515750007,1.33E-10,up
SF3B6,1.515727552,5.29E-14,up
C14orf132,-1.515591273,0.002956961,down
EIF1,-1.515403888,7.31E-08,down
YDJC,1.515247587,4.01E-15,up
OSR1,-1.51485428,0.000244641,down
KNOP1,1.51453749,2.37E-11,up
CA8,1.514254902,0.014706156,up
,-1.513965455,9.89E-05,down
BC022047,-1.513799161,1.38E-07,down
DGKA,1.513553951,3.14E-06,up
LOC728392,-1.513445462,3.17E-05,down
PRO2852,1.513246007,3.20E-09,up
MED19,1.513156378,1.39E-13,up
GOLGA3,1.512870448,2.01E-13,up
,-1.512542406,4.57E-08,down
ZNF200,1.51233835,4.97E-13,up
KDELC1,1.512184196,1.83E-07,up
TRIM68,-1.51202472,0.000541532,down
TXNDC16,1.511965273,8.78E-06,up
,-1.511588958,2.46E-15,down
TTC12,-1.511545853,1.66E-05,down
NXPH3,-1.51143521,5.68E-14,down
FLNC,-1.511396699,2.19E-14,down
,1.511021706,3.09E-11,up
PRKAG1,1.510916273,1.31E-13,up
LAMTOR3,1.510753224,4.67E-14,up
ERLEC1,1.510700336,1.88E-18,up
PIGW,1.510527741,2.65E-06,up
SLC43A3,1.510457804,7.64E-05,up
ACSL3,1.510403182,4.10E-09,up
ANKRD50,1.510224,2.07E-06,up
PCBP4,-1.509549972,7.55E-10,down
SLC6A6,1.509438601,5.49E-10,up
SPC25,1.509344091,0.00080267,up
EIF4G1,1.508917154,4.79E-10,up
NEDD4,1.508712692,0.000110025,up
,1.508712622,4.01E-06,up
DAPK1-IT1,1.508107063,0.000122808,up
WWC3,1.507809524,6.40E-07,up
IMPA1,1.507676434,3.48E-12,up
SMOC2,-1.507198392,0.009109458,down
MYRIP,-1.506944979,0.000255114,down
DLEU2,1.506899028,1.51E-10,up
RP11-373D23.2,1.506753007,0.000858286,up
COX20,1.506737881,2.74E-07,up
FAM20C,-1.506432161,1.34E-05,down
SCUBE3,1.506214196,0.023597511,up
LDHA,1.506151259,2.20E-13,up
SLK,-1.506074154,8.34E-09,down
LOC102725198,-1.505640545,2.86E-10,down
,1.505366615,9.51E-15,up
TRPC1,-1.505291713,3.22E-07,down
CLTC,1.50521035,1.44E-10,up
SLC6A8,1.505188231,0.000317993,up
SH3TC1,1.504523392,9.87E-06,up
FAM208A,1.504247958,4.30E-15,up
TDRP,-1.50423151,1.96E-05,down
FZD7,-1.50421458,0.000121904,down
HINT3,1.504193825,0.00231918,up
CASC4,-1.503933063,2.61E-08,down
SRPK1,1.503877336,2.48E-08,up
,-1.50349249,8.79E-41,down
PKP1,-1.503424755,0.036978655,down
RP11-589P10.5,-1.503243629,1.07E-07,down
PFKFB3,-1.503221895,2.92E-05,down
CDK2AP2,1.503170455,2.76E-11,up
USP1,1.503148105,2.84E-06,up
MAD1L1,1.503032839,1.42E-09,up
TMEM246,-1.502916112,2.18E-18,down
MRPS17,1.502667147,1.21E-07,up
CEP78,1.502331895,2.81E-06,up
WWTR1,1.502175636,0.005948856,up
CTDSPL,-1.502110014,2.77E-07,down
,1.502021399,6.71E-10,up
STAT5B,-1.50166249,5.31E-08,down
WWP1,1.50145042,1.41E-05,up
MYSM1,1.501126986,1.65E-11,up
CSTF3,1.500913958,4.08E-06,up
ZBTB46,-1.500158161,1.28E-08,down
SSRP1,1.50008493,1.63E-10,up
ZDHHC13,1.500066741,1.77E-07,up
SRGAP2,1.499205853,5.22E-06,up
ELMOD3,-1.499038916,7.03E-12,down
CNPY2,1.498757091,7.97E-17,up
CYGB,-1.498510979,4.19E-09,down
,-1.498270699,2.89E-22,down
ENO2,1.49784479,0.012764284,up
TRIM32,1.497796091,6.86E-10,up
BIVM,-1.497615266,7.59E-20,down
SLA,1.497597357,0.000175806,up
VASH1,1.49751279,2.16E-05,up
AKIRIN2,1.497224944,8.48E-10,up
BLCAP,-1.497180524,5.22E-13,down
SYT8,-1.496981161,1.19E-07,down
CCND1,1.496871573,0.003841874,up
,1.496864552,0.001015534,up
,-1.496705441,1.28E-11,down
MEGF8,-1.496518063,1.09E-10,down
SFRP2,1.496476559,0.011795129,up
PLK4,1.49635349,0.000686917,up
DNAH7,-1.49631858,1.63E-12,down
TTC39A,1.495644266,0.020770538,up
PTGS1,1.49538321,0.000688844,up
,-1.495235028,3.89E-09,down
CDCA2,1.495162154,0.001918931,up
,1.495117406,3.28E-12,up
TWSG1,1.493978378,1.50E-06,up
ZDHHC2,-1.493726797,0.001305996,down
DNAH14,1.493568797,0.000226917,up
,1.493519336,3.22E-05,up
PRRG4,1.493306664,1.25E-05,up
EFNA4,1.492750846,2.14E-06,up
EFCAB4A,-1.492691007,0.003166007,down
,-1.492474524,5.05E-22,down
ALCAM,1.492243713,0.004405939,up
,-1.492213385,6.17E-08,down
BOK,-1.492046699,5.13E-05,down
CCDC109B,1.491759587,8.23E-09,up
EPOR,-1.491663692,1.69E-08,down
TNFRSF19,1.491431266,0.018855417,up
JAG2,-1.490992671,1.21E-10,down
WDTC1,-1.490599755,2.38E-19,down
,-1.490006979,5.81E-06,down
UBE2L6,1.48997435,3.81E-05,up
,1.489189406,7.12E-07,up
PKM,1.488991392,4.60E-12,up
,1.488989049,9.61E-07,up
PPP2R5E,1.488906154,8.89E-22,up
,-1.488761056,0.000206556,down
ZFAND5,1.488644343,1.10E-10,up
ITPR1,1.488309699,0.00416458,up
AP1S1,1.488134322,2.45E-07,up
SIGLEC1,1.488131315,0.009730238,up
TCEAL8,1.488021783,7.88E-08,up
,1.48750559,0.013853374,up
APH1B,-1.487453916,0.000170249,down
TNFRSF10D,-1.487447818,1.69E-06,down
RASD1,-1.487316357,0.015762294,down
FKSG49,-1.487161147,2.24E-22,down
ABCB1,-1.486907573,2.06E-07,down
PEX1,1.486797028,5.86E-09,up
C11orf73,1.486731364,1.00E-11,up
MRPS15,1.48649249,2.05E-12,up
UBE3C,1.486091245,5.94E-12,up
,-1.485660986,4.94E-22,down
CDCA4,1.485644371,6.40E-10,up
TMEM57,1.485305657,1.26E-13,up
DAD1,1.485162259,1.12E-17,up
ARL5A,1.485089343,2.34E-14,up
KIAA1551,1.484816545,2.14E-08,up
MMD,-1.48480228,4.10E-07,down
ZMYND8,1.484627587,1.16E-06,up
WASF2,-1.484351853,1.94E-15,down
RHOBTB3,1.484195538,0.002313834,up
GOLGA8A,1.483842469,6.62E-05,up
RAD50,-1.483716895,1.49E-05,down
INSR,-1.483680993,4.89E-09,down
ZNF302,-1.483557706,2.74E-06,down
,1.483395154,1.62E-06,up
PADI2,-1.48337421,0.022428033,down
SETD2,1.483292,4.47E-15,up
ENY2,1.482625692,2.64E-11,up
DAG1,1.482303594,3.46E-10,up
CD302,-1.481206909,5.75E-05,down
FUBP3,1.481094524,2.19E-07,up
ATP7A,-1.481064259,6.72E-06,down
,1.480893007,0.000896599,up
MTRR,1.480726811,6.18E-07,up
ST5,-1.480401727,6.36E-07,down
HBS1L,1.480135993,1.39E-05,up
RASEF,-1.480040713,3.63E-09,down
PIGO,1.480011993,2.81E-09,up
,-1.479812329,0.00051663,down
HOXC10,1.479741657,0.025098745,up
EPAS1,-1.479636133,2.01E-08,down
VIMP,1.479187916,6.74E-14,up
,1.47874665,2.33E-07,up
PHYHD1,-1.478733161,0.013386054,down
PCBD1,1.478659217,7.88E-08,up
ACADSB,-1.478210594,0.019138509,down
CACNA2D1,-1.478166119,6.85E-05,down
MAP2K1,1.477888881,2.28E-12,up
DIMT1,1.477468552,2.54E-07,up
ACSS3,-1.477449021,0.006951127,down
B4GALT3,1.477404678,9.84E-11,up
SLC12A8,1.477170357,6.00E-06,up
CD2,1.476631797,0.020222476,up
SAT1,1.476432287,6.21E-08,up
COPG1,1.476361049,5.27E-14,up
PSMC2,1.475983566,2.82E-19,up
,-1.475958056,7.68E-36,down
FNDC3B,1.475781406,1.01E-07,up
MYL5,-1.475743168,2.40E-05,down
FOXK2,1.475692608,2.71E-06,up
LOC101929910,1.475253224,0.000693393,up
DHRS3,-1.475171923,3.75E-06,down
MAPK14,1.475150811,9.42E-06,up
KIAA1715,1.474801993,8.80E-08,up
TTC13,1.474786203,8.63E-11,up
ADM,-1.474441343,0.027937298,down
SNX24,1.474432336,3.03E-06,up
PPP2R1A,1.474348797,1.33E-19,up
GNB2,1.474159594,6.51E-20,up
MIPEP,1.473881077,0.00012296,up
PARD3B,-1.473810119,3.65E-05,down
RORA,-1.473778084,8.52E-11,down
CSTB,1.473775245,1.02E-08,up
CSN1S1,-1.473640622,0.006691559,down
GID8,1.473399545,1.23E-11,up
SLC25A36,1.472397329,3.44E-09,up
PDE4DIP,-1.472139643,1.39E-24,down
CTDSP1,-1.471703993,6.33E-11,down
RNF103,1.471345643,1.71E-10,up
,-1.471175469,2.68E-05,down
PQBP1,1.470772979,6.68E-12,up
ITPR2,1.470590266,0.000977032,up
,-1.470547755,2.55E-10,down
KPNB1,1.470133818,8.83E-13,up
FBXL5,-1.469723336,7.16E-08,down
CYP20A1,1.469688503,1.02E-11,up
HMGB1,1.469224825,9.35E-15,up
SOS1,1.469045902,2.01E-07,up
MIR4691,1.468852322,2.97E-10,up
METTL13,1.468357007,2.88E-09,up
C1orf21,-1.46816372,0.011469236,down
DIP2C,1.467959462,4.53E-07,up
PRKAB2,1.467841308,9.26E-07,up
PINK1,-1.467554678,7.97E-13,down
UCHL3,1.46723642,1.04E-08,up
MLF2,1.466932196,4.81E-09,up
PAPSS1,1.466217916,1.01E-07,up
ZC3H15,1.465720993,1.21E-13,up
SLC29A4,-1.465714825,1.84E-09,down
KIN,1.465372448,1.50E-09,up
MRPS6,1.465362483,6.65E-11,up
HAUS1,1.465065762,2.04E-08,up
SLC39A8,1.464685797,0.003786547,up
WDYHV1,1.464651049,2.93E-08,up
PTRH2,1.464650469,2.48E-05,up
AASDHPPT,1.464288888,1.07E-10,up
MAPKBP1,-1.464161483,3.03E-13,down
SSFA2,1.464028734,3.95E-05,up
ARHGAP19,-1.463997112,7.14E-11,down
NRBP1,1.463956336,1.25E-19,up
,1.463872427,0.014477187,up
COPE,1.463492189,3.62E-15,up
TEX30,1.463237378,6.22E-06,up
RNFT2,1.463204923,0.000571145,up
,1.462748664,3.79E-07,up
CTSV,1.462635203,0.001022746,up
,-1.461963035,9.04E-10,down
FBXO16,-1.461920175,4.17E-05,down
PLGRKT,1.461758811,1.16E-06,up
FAM210B,1.461707413,8.66E-07,up
,1.46152249,0.031680849,up
PTPN21,-1.461279762,0.00076106,down
ATXN3,-1.461156839,3.75E-12,down
DPY19L4,1.460990112,3.16E-09,up
MCFD2,1.459898343,1.29E-09,up
GNA13,1.45977014,2.57E-13,up
SEPHS1,1.459344524,1.25E-06,up
BTF3L4,1.459312098,5.93E-13,up
ACADL,-1.459286147,1.25E-05,down
ZNF37BP,-1.459275007,5.75E-08,down
SMARCD3,-1.459268042,7.96E-06,down
FAM69B,-1.458771867,7.51E-06,down
MALT1,1.458745783,8.67E-05,up
FBXO2,-1.458410056,0.000447093,down
MAP2K5,-1.458361497,3.67E-21,down
BCAM,-1.458100378,0.00093381,down
ABCA12,1.457898455,0.03482185,up
CD38,1.457897622,0.027537293,up
EPHB1,-1.457834972,0.000188432,down
WFDC2,-1.457425888,0.040039742,down
CYP1A2,-1.457382587,5.99E-35,down
GDPD1,1.457265413,0.002394741,up
TFCP2L1,-1.457067203,0.039809378,down
NUDT5,1.457015594,1.17E-07,up
KIAA1211,1.456944175,0.009567913,up
WRB,1.456512762,4.87E-10,up
TMEM185A,1.456280762,3.03E-08,up
ATP2A3,1.455805147,0.007236733,up
MFSD11,1.455516573,3.02E-09,up
SLC25A45,-1.455394622,9.34E-24,down
NUDT7,-1.455054441,0.001178028,down
LSM8,1.454990427,1.35E-14,up
PRLR,1.454948692,0.002914606,up
SPAG4,1.454905986,0.004779597,up
SGK1,1.454840455,5.79E-07,up
FAM84A,1.454772769,0.014937734,up
,-1.454611979,0.000177979,down
C14orf28,-1.454478622,2.21E-06,down
,-1.454464685,4.48E-14,down
,-1.453754594,1.76E-15,down
MPLKIP,1.453599958,7.04E-15,up
SPG21,1.453528049,4.26E-19,up
MRPL51,1.453408748,1.17E-09,up
SRGAP2B,1.453406804,2.60E-08,up
NPFF,-1.453307259,1.37E-20,down
IFIT2,1.453282238,0.003359819,up
,-1.453194126,1.32E-21,down
LRCH3,1.453088357,8.38E-07,up
ZNF277,1.452599056,9.08E-08,up
MAD2L1BP,1.452400357,1.76E-13,up
ATPIF1,1.452351329,8.69E-09,up
ERH,1.451870839,5.43E-20,up
CLP1,1.451584259,2.39E-13,up
EAF1,1.450214874,1.98E-16,up
INSIG2,1.450179594,6.48E-08,up
PLD1,-1.449900587,0.000152417,down
ELF3,1.449724483,0.000195425,up
NUP160,1.448522252,2.59E-11,up
ZBTB41,1.44850951,2.60E-12,up
,1.448074301,2.33E-10,up
CYBRD1,-1.447990056,0.00141943,down
HSPB11,1.447208762,5.07E-10,up
KCNAB1,-1.447126832,0.000116231,down
MSRB3,-1.446953021,0.008695077,down
DEPDC1B,1.446913629,0.000137651,up
,-1.446783007,5.11E-12,down
PDXK,-1.446412636,7.65E-06,down
CMC2,1.446339364,3.78E-07,up
CAPG,1.446122434,1.20E-07,up
RGS10,1.445937923,8.23E-08,up
CPM,-1.445633063,0.00023155,down
SNRNP27,1.445565909,8.77E-14,up
SPATA5L1,1.445470783,2.02E-13,up
DDX55,1.445298245,8.18E-11,up
RPS6KA3,1.44507486,7.56E-06,up
SS18L1,1.444910469,5.86E-12,up
AMZ2,1.44474879,4.60E-09,up
MTERF2,1.444675399,0.000187141,up
,1.444213832,0.000863864,up
,1.444172678,0.000896987,up
LINC01094,1.444129427,6.68E-05,up
MRPL34,1.443976559,5.17E-11,up
BPTF,1.443927734,1.99E-11,up
CMAS,1.443810909,8.81E-07,up
TOMM5,1.443648517,1.25E-08,up
,1.443566573,1.75E-10,up
IL27RA,-1.443320112,0.019948965,down
VAPB,-1.443135783,3.65E-05,down
NAPSB,1.442408587,0.004004157,up
,-1.442154706,3.54E-08,down
PDCD6,1.441928021,9.91E-15,up
TMEM91,-1.441869007,3.02E-10,down
DDOST,1.441827832,6.63E-15,up
TGFB1I1,-1.441804084,0.001176743,down
THAP9-AS1,1.441232545,2.16E-09,up
GALNT6,1.44095451,0.036728328,up
CSGALNACT2,1.440230308,1.52E-15,up
DDX17,1.439203958,0.008139406,up
ZC3H7A,1.439039378,8.75E-17,up
ERG,-1.438383245,4.20E-08,down
MKLN1,1.438181706,5.07E-09,up
VASP,1.437911846,1.34E-13,up
FANCD2,1.437793846,0.000220327,up
PLIN5,-1.436931958,6.41E-06,down
MPEG1,1.436925112,0.003205644,up
FAIM3,1.436655455,0.003526175,up
ST6GALNAC5,1.436571783,0.026995657,up
MFNG,-1.43618165,6.64E-08,down
PDCD2L,1.435925161,1.04E-05,up
HIST1H4J,1.435919,6.88E-05,up
KANK2,-1.435816315,0.000384441,down
PATZ1,1.435619427,7.10E-06,up
DOCK10,1.435212021,4.74E-05,up
,1.43486621,0.016802838,up
NUDCD2,1.434865217,2.71E-13,up
ANKRD37,1.434507538,0.00154909,up
FXYD3,1.434319685,0.008860195,up
LCLAT1,1.434278664,1.07E-11,up
PGM2,1.433869385,1.39E-05,up
RP11-350F4.2,1.433819685,2.55E-05,up
NAA35,1.433727343,1.40E-10,up
SLC2A13,1.433611021,0.00030172,up
LOC283070,1.43359051,0.003524805,up
JMJD7-PLA2G4B,-1.433454476,1.22E-08,down
NAPG,1.433285825,3.84E-10,up
,1.432769476,6.74E-07,up
GON4L,1.432125734,6.53E-08,up
NRXN3,-1.43204551,2.12E-05,down
RBM26,1.431907273,4.49E-11,up
EPN3,1.431754035,0.000244675,up
ASB1,-1.431704028,2.89E-13,down
PDZD11,1.431541322,6.83E-15,up
TXNIP,-1.431388084,2.16E-07,down
PTK6,1.430739937,0.001319428,up
MAB21L1,-1.430566888,1.25E-08,down
,-1.429727455,7.48E-29,down
,-1.429557853,4.19E-10,down
C15orf52,-1.429280923,0.00242378,down
SNRPA1,1.429141315,4.64E-07,up
,-1.428816531,2.37E-06,down
UBE2K,1.428690322,1.96E-15,up
SORBS3,-1.428494231,4.35E-15,down
JAK3,1.428258448,0.003375114,up
DSC2,1.427060517,0.008609634,up
IPPK,1.426727524,5.01E-11,up
,-1.426704294,2.66E-06,down
NCAPH,1.426561804,0.001255303,up
P2RY14,-1.426518951,0.000201764,down
HDAC5,-1.426378944,2.67E-11,down
COL27A1,-1.426272958,0.0032948,down
RPS29,-1.426267063,3.95E-06,down
NOVA1,-1.426245741,0.007629808,down
CAMK1,-1.426092294,1.20E-07,down
ISCA1,1.425812993,1.79E-10,up
RCHY1,1.42565835,3.71E-11,up
PRSS8,1.425519308,4.92E-05,up
SLC39A10,1.424766133,6.00E-10,up
PPP3CB,1.424360524,2.68E-09,up
FREM1,-1.424292664,2.55E-13,down
STK35,1.424243531,1.35E-11,up
RPS6KA2,-1.424043776,2.15E-06,down
NDFIP1,-1.423922734,8.46E-10,down
PCYOX1,1.423795336,3.53E-06,up
ZNF639,1.423696182,4.67E-06,up
PHAX,1.423582231,3.01E-19,up
MORC2,1.42341586,4.81E-07,up
HEY2,-1.423313986,0.002344274,down
BRWD1,1.422894392,1.19E-05,up
CALB2,-1.42288779,0.022494741,down
IMMP1L,1.422789671,2.98E-08,up
CTSO,1.422639266,7.18E-05,up
,1.422564406,3.26E-11,up
FAM219B,-1.422390685,4.73E-12,down
SRP19,1.422341427,1.02E-22,up
CAMSAP3,1.422243364,2.02E-06,up
,1.421570993,0.002840065,up
SLC30A6,1.421453573,2.18E-13,up
C1GALT1,1.420914203,0.000653383,up
,-1.420422056,1.06E-08,down
FAM45A,1.420299643,1.70E-11,up
ENPP1,1.419682427,0.033545931,up
DOCK5,1.419464441,0.00096667,up
,1.419327441,2.39E-08,up
SALL2,-1.41904386,0.000273876,down
,1.418855091,1.59E-10,up
AKAP13,1.418787462,4.69E-09,up
C1QTNF6,1.418690524,8.58E-06,up
ELOVL1,1.418663748,2.27E-13,up
CCDC64,1.41865342,3.21E-05,up
,-1.418432049,5.19E-07,down
STARD3,1.418155,0.028131941,up
ZYG11A,1.417735825,0.004013078,up
LRRC1,1.417629993,1.26E-08,up
NDUFS1,1.417603105,6.54E-14,up
EGFL8,-1.417436923,6.30E-08,down
LRRC8E,1.417433154,5.43E-07,up
GPER1,-1.417119021,1.03E-05,down
AHCTF1,1.417104056,2.07E-11,up
RAI2,-1.416710685,0.014030298,down
,1.41647228,0.004050275,up
MIR6878,1.416446028,6.82E-09,up
ZXDC,1.41642907,1.14E-14,up
KDM3A,1.416316776,6.35E-12,up
MXD1,1.415877734,0.000281298,up
SDCCAG3,1.415321378,3.52E-10,up
SCFD1,1.415267294,2.90E-13,up
A2M,-1.414030839,3.59E-06,down
HAVCR2,1.413844196,2.39E-06,up
SGCG,-1.41377658,1.71E-05,down
MYH9,1.413594517,3.00E-11,up
MIR205,-1.413586993,4.98E-08,down
RND1,1.41351993,0.002789447,up
MOCOS,1.413468294,0.007368456,up
LOC100506990,-1.413382448,6.24E-05,down
PPM1G,1.412090573,1.33E-12,up
PPP1CA,1.41165565,5.26E-16,up
SF3B1,1.411604797,5.41E-11,up
,-1.411579804,3.33E-06,down
,-1.41131651,5.97E-11,down
BROX,1.411178608,1.99E-14,up
SIM1,-1.410981427,0.002770828,down
IVNS1ABP,1.409884818,1.01E-10,up
VPS29,1.40979472,5.29E-17,up
KLHL3,-1.409737448,5.00E-05,down
RRS1,1.409448217,2.42E-07,up
POMT1,-1.408994671,3.12E-08,down
SLC30A1,1.408952252,2.56E-12,up
LOC101927841,-1.408812,5.81E-09,down
VDR,1.40876342,8.36E-07,up
ACOT13,1.408628007,1.15E-06,up
,-1.408586524,0.000135707,down
SLC30A7,1.408335797,5.55E-15,up
DSN1,1.408257664,2.00E-08,up
PTRH1,1.408173007,1.85E-06,up
C2orf42,1.407662692,2.41E-08,up
SNORA72,1.407381238,8.26E-09,up
ITGA9-AS1,-1.407359713,5.98E-15,down
FAM3D,-1.407095853,2.73E-07,down
,1.406438462,9.46E-11,up
TRIM37,1.406437119,3.93E-08,up
CYP4F12,-1.406420021,1.20E-11,down
NEURL3,-1.406398203,1.53E-07,down
,-1.406126741,1.91E-36,down
SPATA5,1.405818685,9.50E-07,up
STAG3L1,1.405771818,2.27E-12,up
RPS23,1.405037804,0.011092127,up
AP001462.6,-1.404945958,1.07E-13,down
HGF,-1.404616706,7.72E-07,down
C18orf54,-1.404464839,1.34E-05,down
,1.404464706,6.42E-08,up
EHBP1,-1.403814385,1.91E-09,down
BHLHE41,-1.403703105,0.002687388,down
SLC15A3,1.403702853,6.62E-05,up
PRKAA1,1.403478573,0.000342367,up
IQCB1,1.403364196,7.04E-11,up
LSM14B,1.402954,7.76E-08,up
,-1.402609993,4.79E-19,down
DNAJC19,1.40231542,1.12E-09,up
REEP5,1.402210657,2.25E-07,up
UPF1,1.402161231,8.48E-12,up
XRCC4,1.401980657,3.36E-13,up
TSPYL2,-1.401161566,1.23E-11,down
ARSD,1.401137448,0.000107905,up
NIPA1,1.400953168,1.51E-08,up
IGIP,-1.400692601,3.27E-07,down
B4GALT4,1.400404448,1.50E-11,up
ITGAL,1.400320308,0.002181901,up
METAP2,1.400144308,1.47E-13,up
MT1X,-1.399312329,2.10E-05,down
LOC100233156,-1.399245224,0.000887692,down
CXorf38,1.399171189,5.63E-09,up
RALB,1.399094762,5.72E-06,up
SDHB,1.398901378,4.20E-12,up
EMILIN2,-1.398602867,0.000239536,down
FRA10AC1,-1.398104497,9.98E-14,down
,1.396981196,1.38E-09,up
ANKRD36B,1.39628465,2.58E-07,up
ALG2,1.396048559,3.25E-15,up
PI16,-1.396028699,6.33E-21,down
CEP85L,-1.395621189,2.22E-06,down
CEP192,1.395415951,2.87E-08,up
TNFRSF21,1.395118098,0.002083214,up
FBLN7,-1.394759874,1.42E-05,down
,1.39449865,1.24E-08,up
PPP1R12B,-1.394059385,7.20E-07,down
COG1,1.393888923,1.97E-06,up
CHD2,1.393721329,1.21E-06,up
APBA1,-1.393324706,0.000163943,down
MRPL17,1.393290601,3.72E-13,up
CAD,1.392624566,5.84E-09,up
ESF1,1.392523762,1.11E-09,up
PHKA1,1.392213231,1.47E-06,up
GEMIN6,1.392035266,8.67E-11,up
MYLIP,1.392023986,1.04E-05,up
CNST,1.390184566,4.79E-10,up
GMPS,1.389278455,4.63E-06,up
FARP1,1.389275888,0.009288487,up
OAZ3,1.389210552,0.00102516,up
PSMA5,1.388629154,5.42E-15,up
POLR2C,1.388602937,1.18E-10,up
CETN2,1.388531182,1.35E-10,up
PLEKHS1,-1.388411979,0.004087308,down
C11orf52,-1.388302699,0.007511181,down
BIK,1.387990343,0.009618944,up
HLA-B,1.387597133,1.69E-06,up
CMYA5,-1.38677921,0.004615109,down
UBXN1,-1.386713336,2.51E-20,down
PMEPA1,1.386553594,8.69E-05,up
BCL11A,-1.386069329,0.019465463,down
NIFK,1.385769629,2.55E-10,up
CAMK2G,1.385455545,1.02E-07,up
FAM134C,-1.384785133,5.71E-09,down
ANKRD10,1.384585448,2.97E-08,up
TMEM261,-1.383986301,1.29E-07,down
SIK3,1.383540741,0.000988386,up
,-1.383509503,3.10E-05,down
SDF2L1,1.383314881,6.90E-07,up
MEGF9,1.383267448,0.000510662,up
ITGB4,1.382190706,0.002464469,up
HIRA,1.382177245,1.96E-07,up
INPP1,-1.382139888,1.02E-05,down
ARPC1B,1.38195865,1.82E-09,up
C3orf80,1.381727189,1.32E-05,up
ZBTB11,1.381639343,1.47E-17,up
C9orf64,1.381468308,1.71E-07,up
RP11-432M24.4,-1.38103372,9.17E-23,down
PPIB,1.381010329,1.58E-14,up
INTS8,1.380720769,1.31E-11,up
,1.380529888,0.000161948,up
AIM2,1.380348944,0.014221568,up
CYP2U1,-1.380340664,9.75E-09,down
B3GALT6,-1.38033786,5.96E-07,down
GPI,1.380295175,3.51E-07,up
ENPP7,-1.380048287,3.33E-21,down
USP9X,1.37999907,1.19E-10,up
GRK5,-1.379563336,2.43E-06,down
SYCP2,1.379499916,0.006139808,up
FXR1,1.379281643,2.91E-08,up
HIST1H2AC,1.378434797,0.000408006,up
LRRN1,1.377430315,0.041852539,up
TAP1,1.377029979,0.002282729,up
IBSP,1.376589874,0.018036916,up
MCM3AP,-1.376587413,2.42E-30,down
MZF1,-1.376576434,2.02E-07,down
SNRNP40,1.376537028,2.58E-08,up
LOC101927811,-1.376290517,2.75E-10,down
HTT,-1.376117538,1.26E-08,down
C14orf119,1.375945608,4.57E-17,up
,-1.375945231,2.62E-05,down
C3,-1.375634755,0.002134396,down
ZRANB1,1.375464783,7.08E-10,up
FLII,1.374948385,1.17E-08,up
DDX11,1.374848545,9.79E-05,up
SNX27,1.374255035,1.37E-13,up
,1.374160105,9.04E-05,up
JTB,1.37390993,4.67E-18,up
,1.373885105,2.04E-08,up
KCNJ2,-1.373541706,0.000227735,down
ROCK1,1.372782979,1.06E-12,up
ORMDL1,1.372319951,7.44E-14,up
,-1.372319364,0.000105825,down
WDR75,1.372295944,1.05E-10,up
,1.372284706,8.24E-10,up
